Date,Open,High,Low,Close,Adj Close,Volume
2017-12-20,70.809998,70.980003,69.959999,70.169998,70.169998,1350092
2017-12-21,70.099998,70.750000,69.730003,70.610001,70.610001,1030777
2017-12-22,70.519997,70.989998,70.449997,70.599998,70.599998,708869
2017-12-27,70.110001,70.910004,70.110001,70.750000,70.750000,719626
2017-12-28,70.519997,70.730003,70.080002,70.139999,70.139999,804235
2017-12-29,70.019997,70.540001,69.900002,69.949997,69.949997,1041534
2018-01-02,69.830002,70.139999,68.769997,68.970001,68.970001,1495846
2018-01-03,68.970001,69.440002,68.269997,69.430000,69.430000,1423283
2018-01-04,69.790001,70.589996,69.510002,70.459999,70.459999,1439421
2018-01-05,70.410004,71.779999,70.349998,71.750000,71.750000,1579299
2018-01-08,71.489998,71.769997,71.010002,71.269997,71.269997,1185901
2018-01-09,71.099998,71.370003,71.019997,71.169998,71.169998,1108316
2018-01-10,70.900002,71.000000,68.849998,69.040001,69.040001,2722519
2018-01-11,69.510002,70.080002,69.180000,69.440002,69.440002,1670419
2018-01-12,69.570000,69.699997,69.190002,69.589996,69.589996,1038899
2018-01-15,69.599998,69.660004,69.169998,69.169998,69.169998,1087250
2018-01-16,69.400002,69.449997,68.559998,68.750000,68.750000,1607117
2018-01-17,68.750000,69.360001,68.610001,69.120003,69.120003,1522721
2018-01-18,69.190002,69.500000,69.010002,69.419998,69.419998,1529157
2018-01-19,69.620003,70.550003,69.489998,70.389999,70.389999,1884594
2018-01-22,70.320000,70.809998,69.900002,70.589996,70.589996,1212476
2018-01-23,71.000000,71.129997,70.629997,71.000000,71.000000,1155448
2018-01-24,70.989998,71.059998,70.220001,70.220001,70.220001,1108054
2018-01-25,70.190002,70.540001,69.150002,69.500000,69.500000,1555255
2018-01-26,69.500000,70.180000,69.500000,69.860001,69.860001,1094126
2018-01-29,69.800003,69.889999,69.160004,69.160004,69.160004,1052216
2018-01-30,69.000000,69.370003,68.669998,68.970001,68.970001,1536814
2018-01-31,69.339996,69.599998,68.860001,69.459999,69.459999,1708700
2018-02-01,69.730003,70.410004,69.250000,69.339996,69.339996,1955013
2018-02-02,68.910004,69.099998,68.300003,68.500000,68.500000,1763233
2018-02-05,68.129997,68.400002,67.070000,67.239998,67.239998,2074609
2018-02-06,65.730003,66.949997,64.730003,65.629997,65.629997,3806605
2018-02-07,66.500000,67.160004,65.550003,67.160004,67.160004,2616636
2018-02-08,66.480003,66.779999,64.900002,65.120003,65.120003,2518077
2018-02-09,64.690002,65.269997,63.650002,63.790001,63.790001,3077936
2018-02-12,64.360001,65.080002,63.849998,64.360001,64.360001,2221932
2018-02-13,64.430000,64.989998,63.750000,63.880001,63.880001,1591607
2018-02-14,64.349998,65.160004,63.430000,64.260002,64.260002,2229770
2018-02-15,64.000000,64.339996,63.230000,64.120003,64.120003,2458798
2018-02-16,65.000000,65.949997,64.349998,65.489998,65.489998,2924587
2018-02-19,65.360001,65.489998,64.400002,64.470001,64.470001,1426815
2018-02-20,64.209999,64.769997,64.209999,64.510002,64.510002,1958983
2018-02-21,64.220001,64.790001,64.010002,64.709999,64.709999,1268195
2018-02-22,64.199997,65.610001,63.810001,65.290001,65.290001,1863160
2018-02-23,65.379997,65.839996,64.860001,65.820000,65.820000,1483490
2018-02-26,66.430000,67.730003,66.209999,67.309998,67.309998,2243395
2018-02-27,67.309998,67.570000,66.589996,66.599998,66.599998,1479525
2018-02-28,66.339996,66.739998,65.750000,65.750000,65.750000,1883471
2018-03-01,65.559998,65.930000,64.800003,65.239998,65.239998,1777490
2018-03-02,64.989998,65.300003,63.509998,63.770000,63.770000,2353702
2018-03-05,63.889999,64.889999,63.740002,64.860001,64.860001,1670043
2018-03-06,65.169998,65.199997,64.379997,64.580002,64.580002,1068579
2018-03-07,64.500000,65.269997,64.050003,65.230003,65.230003,1406035
2018-03-08,65.260002,66.730003,65.260002,66.570000,66.570000,1629616
2018-03-09,66.470001,67.709999,66.349998,67.500000,67.500000,2007612
2018-03-12,67.980003,68.110001,67.339996,67.739998,67.739998,1149239
2018-03-13,67.580002,67.870003,66.839996,67.139999,67.139999,1555285
2018-03-14,67.050003,67.500000,66.500000,66.800003,66.800003,1179928
2018-03-15,67.059998,67.370003,66.519997,67.360001,67.360001,1422054
2018-03-16,67.129997,67.610001,67.050003,67.279999,67.279999,3180625
2018-03-19,66.800003,66.989998,66.129997,66.239998,66.239998,1301316
2018-03-20,66.430000,66.790001,66.110001,66.680000,66.680000,1006755
2018-03-21,66.800003,66.940002,65.290001,65.739998,65.739998,1338675
2018-03-22,65.250000,65.570000,64.360001,65.050003,65.050003,1792647
2018-03-23,64.139999,64.980003,63.650002,64.160004,64.160004,2174609
2018-03-26,64.309998,64.550003,63.599998,63.959999,63.959999,1575804
2018-03-27,64.940002,64.949997,63.660000,64.050003,64.050003,1484740
2018-03-28,63.509998,65.360001,63.439999,65.360001,65.360001,2051386
2018-03-29,65.459999,66.320000,65.190002,65.730003,65.730003,2114781
2018-04-03,65.400002,65.529999,64.769997,64.769997,64.769997,1600222
2018-04-04,64.709999,64.750000,64.029999,64.610001,64.610001,1692845
2018-04-05,65.309998,66.220001,65.180000,65.980003,65.980003,1910761
2018-04-06,65.000000,65.860001,64.750000,65.459999,65.459999,1633757
2018-04-09,65.379997,65.790001,65.230003,65.580002,65.580002,1009664
2018-04-10,65.599998,65.650002,64.680000,64.989998,64.989998,1602115
2018-04-11,64.650002,64.980003,64.370003,64.800003,64.800003,1027155
2018-04-12,64.720001,65.029999,64.529999,64.910004,64.910004,1371522
2018-04-13,64.839996,65.419998,64.629997,65.260002,65.260002,1373751
2018-04-16,65.260002,65.449997,65.019997,65.290001,65.290001,1071421
2018-04-17,65.209999,66.269997,65.209999,66.059998,66.059998,2065930
2018-04-18,67.500000,68.589996,67.080002,67.080002,67.080002,3701190
2018-04-19,67.500000,67.739998,66.010002,66.459999,66.459999,1987712
2018-04-20,66.129997,66.529999,65.889999,66.379997,66.379997,2286718
2018-04-23,65.959999,66.050003,65.099998,65.919998,65.919998,1771481
2018-04-24,65.919998,66.400002,65.559998,65.919998,65.919998,1365792
2018-04-25,65.300003,66.250000,65.080002,66.209999,66.209999,1431241
2018-04-26,66.000000,67.199997,65.959999,66.870003,66.870003,1582061
2018-04-27,67.129997,67.519997,66.699997,67.000000,67.000000,1375313
2018-04-30,66.800003,67.220001,66.610001,67.089996,67.089996,1698039
2018-05-02,66.910004,67.059998,66.470001,66.639999,66.639999,1843280
2018-05-03,66.699997,67.059998,66.320000,66.779999,66.779999,1396169
2018-05-04,65.070000,65.330002,64.849998,65.080002,65.080002,1934105
2018-05-07,65.300003,65.320000,65.000000,65.190002,65.190002,850888
2018-05-08,65.220001,65.599998,64.910004,65.370003,65.370003,1282388
2018-05-09,65.580002,65.580002,64.529999,64.720001,64.720001,1576146
2018-05-10,64.620003,65.309998,64.570000,65.220001,65.220001,889242
2018-05-11,65.300003,65.300003,64.730003,64.730003,64.730003,941183
2018-05-14,64.779999,64.879997,64.470001,64.779999,64.779999,1021288
2018-05-15,64.669998,64.919998,64.410004,64.860001,64.860001,1794521
2018-05-16,64.730003,64.870003,64.480003,64.610001,64.610001,1144640
2018-05-17,64.650002,65.239998,64.320000,65.199997,65.199997,1545229
2018-05-18,65.059998,65.589996,64.709999,64.879997,64.879997,3350018
2018-05-21,65.300003,66.739998,65.230003,65.910004,65.910004,1536773
2018-05-22,66.000000,66.129997,65.279999,65.629997,65.629997,1341849
2018-05-23,65.629997,66.010002,65.440002,65.589996,65.589996,1837902
2018-05-24,65.660004,66.559998,65.459999,66.400002,66.400002,1875445
2018-05-25,66.660004,67.480003,66.459999,67.190002,67.190002,1713630
2018-05-28,67.290001,67.639999,67.139999,67.480003,67.480003,1119447
2018-05-29,67.180000,67.349998,66.610001,66.839996,66.839996,2023664
2018-05-30,67.000000,67.000000,66.540001,66.739998,66.739998,1515441
2018-05-31,66.910004,67.059998,65.239998,65.389999,65.389999,2427696
2018-06-01,65.639999,66.120003,65.379997,65.940002,65.940002,1838926
2018-06-04,66.220001,66.580002,64.919998,65.180000,65.180000,1989629
2018-06-05,65.150002,65.930000,64.769997,64.769997,64.769997,1482780
2018-06-06,64.750000,64.830002,63.439999,63.860001,63.860001,1853549
2018-06-07,64.230003,64.230003,63.340000,63.709999,63.709999,1219930
2018-06-08,63.509998,64.309998,63.250000,64.309998,64.309998,1440174
2018-06-11,64.500000,65.070000,64.370003,64.910004,64.910004,1643855
2018-06-12,65.169998,65.660004,65.029999,65.430000,65.430000,1463014
2018-06-13,65.580002,65.860001,65.400002,65.430000,65.430000,1274859
2018-06-14,65.089996,65.489998,64.349998,64.989998,64.989998,2373164
2018-06-15,65.239998,65.730003,64.839996,64.910004,64.910004,3248912
2018-06-18,64.730003,64.870003,63.959999,64.190002,64.190002,1420649
2018-06-19,63.759998,64.300003,63.459999,63.959999,63.959999,1918631
2018-06-20,64.269997,64.470001,63.619999,63.770000,63.770000,1690994
2018-06-21,63.930000,64.709999,63.500000,63.660000,63.660000,1622032
2018-06-22,64.110001,64.760002,63.750000,64.750000,64.750000,1575483
2018-06-25,64.260002,64.400002,63.340000,63.340000,63.340000,1318223
2018-06-26,63.869999,63.880001,63.049999,63.049999,63.049999,1462749
2018-06-27,63.029999,63.730000,62.500000,63.259998,63.259998,1674610
2018-06-28,63.009998,63.509998,62.619999,63.020000,63.020000,1681730
2018-06-29,63.490002,63.560001,62.869999,62.869999,62.869999,2330524
2018-07-02,62.320000,63.820000,62.240002,63.650002,63.650002,1779249
2018-07-03,63.740002,64.349998,63.560001,64.099998,64.099998,1202686
2018-07-04,64.750000,65.199997,64.300003,64.830002,64.830002,1173237
2018-07-05,65.110001,65.790001,64.849998,65.550003,65.550003,2054951
2018-07-06,65.870003,66.070000,65.529999,65.760002,65.760002,1255677
2018-07-09,66.000000,66.040001,64.250000,64.440002,64.440002,2026759
2018-07-10,64.589996,64.620003,64.080002,64.440002,64.440002,1583774
2018-07-11,64.000000,64.330002,63.570000,63.630001,63.630001,1535824
2018-07-12,63.860001,64.790001,63.830002,64.790001,64.790001,1677384
2018-07-13,65.010002,65.410004,64.989998,65.180000,65.180000,1265967
2018-07-16,65.410004,65.519997,64.699997,65.199997,65.199997,1065443
2018-07-17,65.000000,65.230003,64.519997,65.080002,65.080002,1151615
2018-07-18,65.010002,65.830002,65.010002,65.580002,65.580002,1394893
2018-07-19,65.410004,65.989998,65.190002,65.820000,65.820000,1366962
2018-07-20,65.709999,66.559998,65.620003,66.339996,66.339996,2139646
2018-07-23,66.239998,66.330002,65.750000,65.839996,65.839996,1226022
2018-07-24,65.959999,66.000000,65.440002,65.550003,65.550003,997513
2018-07-25,65.669998,65.739998,64.989998,65.300003,65.300003,1167857
2018-07-26,65.440002,65.669998,65.139999,65.639999,65.639999,1444657
2018-07-27,66.709999,67.690002,66.629997,67.589996,67.589996,2157521
2018-07-30,67.260002,67.410004,66.879997,67.190002,67.190002,1501402
2018-07-31,67.750000,67.900002,67.199997,67.209999,67.209999,1917867
2018-08-01,67.260002,67.279999,66.610001,67.279999,67.279999,1499557
2018-08-02,67.309998,68.599998,67.150002,68.139999,68.139999,2064031
2018-08-03,68.349998,68.370003,67.949997,68.199997,68.199997,1281667
2018-08-06,68.230003,68.449997,67.919998,68.029999,68.029999,1081055
2018-08-07,67.839996,68.459999,67.830002,68.139999,68.139999,941753
2018-08-08,68.129997,68.580002,68.099998,68.580002,68.580002,1148074
2018-08-09,68.290001,68.459999,67.839996,68.220001,68.220001,756198
2018-08-10,67.699997,68.070000,67.260002,67.519997,67.519997,1568221
2018-08-13,67.519997,67.919998,67.239998,67.599998,67.599998,1438437
2018-08-14,68.040001,68.620003,67.910004,68.050003,68.050003,1322214
2018-08-15,68.300003,68.370003,66.809998,66.970001,66.970001,1482796
2018-08-16,67.580002,67.779999,67.059998,67.669998,67.669998,1058023
2018-08-17,67.699997,68.019997,67.269997,67.690002,67.690002,1067366
2018-08-20,67.870003,68.389999,67.690002,68.040001,68.040001,786599
2018-08-21,68.279999,68.769997,68.120003,68.449997,68.449997,1173829
2018-08-22,68.449997,69.070000,68.300003,68.300003,68.300003,1458296
2018-08-23,68.349998,68.589996,68.230003,68.349998,68.349998,822086
2018-08-24,68.349998,68.500000,68.059998,68.400002,68.400002,991940
2018-08-27,68.339996,68.900002,68.169998,68.839996,68.839996,957569
2018-08-28,69.199997,69.199997,68.709999,68.889999,68.889999,1160107
2018-08-29,69.010002,69.110001,68.739998,69.050003,69.050003,851101
2018-08-30,69.000000,69.139999,68.360001,68.500000,68.500000,1307824
2018-08-31,68.419998,68.449997,67.730003,67.820000,67.820000,2176102
2018-09-03,67.830002,68.029999,67.720001,67.870003,67.870003,741808
2018-09-04,68.070000,68.070000,66.209999,66.620003,66.620003,1586399
2018-09-05,66.239998,66.300003,65.120003,65.449997,65.449997,2102455
2018-09-06,65.220001,65.750000,64.919998,65.419998,65.419998,1296448
2018-09-07,65.589996,65.800003,65.080002,65.190002,65.190002,1868758
2018-09-10,65.029999,65.570000,64.849998,65.279999,65.279999,1768958
2018-09-11,65.389999,65.540001,64.650002,64.830002,64.830002,2166415
2018-09-12,64.779999,65.089996,64.730003,64.830002,64.830002,2001497
2018-09-13,64.870003,65.669998,64.669998,65.290001,65.290001,1521158
2018-09-14,65.300003,65.570000,65.160004,65.400002,65.400002,1136816
2018-09-17,65.290001,65.459999,64.790001,64.790001,64.790001,1327563
2018-09-18,64.970001,65.169998,64.750000,64.879997,64.879997,1603286
2018-09-19,64.769997,64.889999,64.250000,64.320000,64.320000,1622092
2018-09-20,64.360001,66.169998,64.360001,65.989998,65.989998,2196080
2018-09-21,66.489998,66.750000,66.059998,66.750000,66.750000,3515703
2018-09-24,66.260002,66.400002,65.370003,65.779999,65.779999,1582794
2018-09-25,65.580002,66.309998,65.480003,66.250000,66.250000,1222261
2018-09-26,66.290001,67.000000,66.169998,66.919998,66.919998,1784858
2018-09-27,66.870003,67.230003,66.519997,67.129997,67.129997,1285526
2018-09-28,67.010002,67.180000,66.279999,66.699997,66.699997,1796371
2018-10-01,66.730003,68.279999,66.610001,68.110001,68.110001,2218052
2018-10-02,67.830002,67.830002,66.980003,67.629997,67.629997,1692586
2018-10-03,67.699997,68.400002,67.510002,67.720001,67.720001,1294485
2018-10-04,67.300003,67.300003,66.160004,66.250000,66.250000,2203295
2018-10-05,66.309998,66.680000,65.480003,65.480003,65.480003,1708920
2018-10-08,65.279999,65.760002,65.250000,65.449997,65.449997,1084508
2018-10-09,65.779999,65.949997,65.250000,65.639999,65.639999,1358306
2018-10-10,65.830002,65.910004,65.239998,65.330002,65.330002,1421370
2018-10-11,64.879997,65.040001,63.919998,63.930000,63.930000,2637952
2018-10-12,64.250000,64.480003,63.869999,63.869999,63.869999,1775907
2018-10-15,63.720001,64.480003,63.490002,64.379997,64.379997,1489293
2018-10-16,64.500000,65.040001,64.169998,65.040001,65.040001,1593084
2018-10-17,63.779999,64.000000,61.160000,62.220001,62.220001,4418650
2018-10-18,61.900002,63.330002,61.869999,62.820000,62.820000,2226251
2018-10-19,62.900002,64.180000,62.730000,63.799999,63.799999,2942890
2018-10-22,64.230003,64.230003,62.799999,63.139999,63.139999,1715181
2018-10-23,62.299999,63.549999,62.230000,62.869999,62.869999,1796210
